created_at,id_str,full_text,quote_count,reply_count,retweet_count,favorite_count,lang,user_id_str,conversation_id_str,username,tweet_url,mention_username
Tue Jan 10 00:53:52 +0000 2023,1612613661151068160,"50 tahun sudah @PDI_Perjuangan bergandengan bersama rakyat untuk mewujudkan kemakmuran Indonesia.   Tapi jalan ini belum usai, masih banyak perjuangan yang harus ditempuh. #PDIPerjuangan #50tahunPDIP https://t.co/D5wzuLLXDc",23,187,147,1071,in,109762193,1612613661151068160,ganjarpranowo,https://twitter.com/ganjarpranowo/status/1612613661151068160,PDI_Perjuangan
Tue Jan 10 00:52:49 +0000 2023,1612613399019651072,"Hari ini seluruh rakyat Indonesia menanti, siapa penerus Jokowi?  Mayoritas KADER dan konstituen berharap Ganjar Pranowo adl penerus estafet Jokowi  Tapi keputusan ada di bu Mega, apakah justru akan menyebut nama tuan Puteri?  Ini soal KUALITAS, bukan sekadar TRAH dan IDENTITAS https://t.co/Uz1xLTV0jf",8,100,52,444,in,1102461866129776640,1612613399019651072,Miduk17,https://twitter.com/Miduk17/status/1612613399019651072,
Mon Jan 09 00:30:47 +0000 2023,1612245464476454913,"Klaten siaga 1 ( Buntut Kasus Pengeroyokan KOKAM...!! Pengeroyokan di Klaten yang dilakukan oLeh Laskar Anak Cucu2nya PKI ...). UMMAT Islam  yang Berdomisili di Wilayah Pulau Jawa berhati-hatilah terhadap Anak Keturunan PKI,  pendukung Ganjar Pranowo.. Mrk  mulai Beraksi, https://t.co/Kc1uQINodL",10,27,295,683,in,1129164809130336257,1612245464476454913,Bams27735590,https://twitter.com/Bams27735590/status/1612245464476454913,
Sun Jan 08 22:30:30 +0000 2023,1612215193173360640,"Nie yang bikin tagar #BanjirPranowo maksudnya apa, doi kan Ganjar Pranowo, ntar klo ampe trending apa kata dunia!",9,55,122,457,in,1068371293290946561,1612215193173360640,BosPurwa,https://twitter.com/BosPurwa/status/1612215193173360640,
Sun Jan 08 05:30:37 +0000 2023,1611958530931847168,"Iya pak @ganjarpranowo . Cuaca di jateng mmg sdg tidak bersahabat. Smg banjir jateng cepat surut ya pak.... kasihan @Uki23 @Dennysiregar7 @Miduk17, gerombolan @psi_id @Giring_Ganesha, gegara banjir, jadi pada sariawan https://t.co/tu8Rq0TCbD",8,27,204,509,in,485385284,1611958530931847168,ronavioleta,https://twitter.com/ronavioleta/status/1611958530931847168,"ganjarpranowo, Uki23, Dennysiregar7, Miduk17, psi_id, Giring_Ganesha"
Sun Jan 08 03:52:23 +0000 2023,1611933809997664257,"Jawa Tengah APBD 20 triliunan, bangun jutaan rumah warganya yg miskin.  Jawa Barat APBD 30 triliunan, bikin satu tempat ibadah 1 Triliun.  DKI Jakarta APBD 80 triliunan, bikin balapan mobil asing.  Yg mana yg keberpihakan pd rakyat? @ganjarpranowo  @ridwankamil  @aniesbaswedan",48,570,305,1514,in,154435354,1611933809997664257,ch_chotimah2,https://twitter.com/ch_chotimah2/status/1611933809997664257,"ganjarpranowo, ridwankamil, aniesbaswedan"
Sat Jan 07 05:38:56 +0000 2023,1611598237328347143,"Di sela-sela ibadah umrah di Tanah Suci, Ganjar Pranowo menyempatkan ziarah di makam KH. Maimoen Zubair, pemakaman Ma'la Makkatul Mukarromah https://t.co/yl6hLelXWp",2,9,106,518,in,1393496219264032768,1611598237328347143,JatimDkgGanjar,https://twitter.com/JatimDkgGanjar/status/1611598237328347143,
Sat Jan 07 02:32:57 +0000 2023,1611551434163781635,"Alhamdulillah diberi kesempatan menziarahi guru bangsa, tauladan kita semua KH. Maimoen Zubair di pemakaman Ma'la Makkatul Mukarromah.   Di sini pula dimakamkan kakek, ibunda, istri, putra dan para sahabat Rasullullah. https://t.co/bCT7LM6b92",10,167,141,1773,in,109762193,1611551434163781635,ganjarpranowo,https://twitter.com/ganjarpranowo/status/1611551434163781635,
Sat Jan 07 02:15:56 +0000 2023,1611547148801409025,"Hallo @Haikal_Hassan, Lama Gak Ada kabar🤔  Sekarang Udah Sama @ganjarpranowo ya 😩  Katanya Pejuang .!!!  Kok… Malah Jadi Pecundang 😂 https://t.co/SjcFm4Fjdd",8,129,116,607,in,1570532914710052867,1611547148801409025,GheaJhanaLie7,https://twitter.com/GheaJhanaLie7/status/1611547148801409025,"Haikal_Hassan, ganjarpranowo"
Fri Jan 06 11:50:44 +0000 2023,1611329415023329283,"Klo betul dukung Ganjar Pranowo untuk capres 2024, yuks jangan pelit buat kasih jempol kamoh disini yaaak..🙏  Rapatkan barisan geees ✊🇲🇨 https://t.co/3TSnLFMJkX",11,81,177,1108,in,1371093579301486600,1611329415023329283,FeniksFireBird,https://twitter.com/FeniksFireBird/status/1611329415023329283,
Fri Jan 06 11:47:53 +0000 2023,1611328698564870150,Mateseh semarang banjir besar karena tanggul jebol...smoga sodara2 di sana smuanya selamat dan banjirnya segera surut.....aamiin cc: Ndoro @ganjarpranowo Sekarang waktunya mulai kerja yang bener ndoro ojo sibuk pencitraan dl...wargamu banyak yang jadi korban... #KTPjawatengah https://t.co/pNiIKVHAmC,33,104,220,565,in,1152707809689010176,1611328698564870150,mbahjhojho,https://twitter.com/mbahjhojho/status/1611328698564870150,ganjarpranowo
Fri Jan 06 09:36:16 +0000 2023,1611295576091668482,Akun siapa aja yg Belum Aye Folbek..??  Komen dimari ya.. Ini adlh salah satu Rasa Syukur Aye karna dberbagai Survei. Survei @ganjarpranowo @erickthohir sllu berada dipuncak..  Tp sprti biasa. Folbeknya Pelan² ye. Ini Permintaan Mas Elon. Bkn Mau Hayati..!! #BangkitBersamaET https://t.co/UcLtVNXFVh,12,182,130,962,in,228628424,1611295576091668482,AirinDatangLagi,https://twitter.com/AirinDatangLagi/status/1611295576091668482,"ganjarpranowo, erickthohir"
Thu Jan 05 01:00:26 +0000 2023,1610803374177517568,"Ganjar pranowo makin naik, Yohanes makin menukik!! https://t.co/aBfzTLocey",5,36,79,341,in,1227492565525491713,1610803374177517568,doctor__fabre,https://twitter.com/doctor__fabre/status/1610803374177517568,
Wed Jan 04 02:04:21 +0000 2023,1610457074101809152,"Wah kalau ibu-ibu sudah turun tangan gini, gak ada yang bisa dan berani mencegah. Apapun akan beliau terobos demi sebuah foto. 😁 Sehat-sehat terus nggih bu. https://t.co/wFnjGfmEG4",7,95,102,1201,in,109762193,1610457074101809152,ganjarpranowo,https://twitter.com/ganjarpranowo/status/1610457074101809152,
Tue Jan 03 08:00:00 +0000 2023,1610184186391830529,Ganjar Pranowo Panen Kritikan Usai 'Blusukan' ke Lokasi Banjir Pakai Sepeda: Cuma Setor Wajah Nggak Ngubah Apa-Apa! https://t.co/2e9E8Kiqt7,44,198,525,1837,in,1243804423001763841,1610184186391830529,democrazymedia,https://twitter.com/democrazymedia/status/1610184186391830529,
Tue Jan 03 04:26:25 +0000 2023,1610130435241283584,"Pak @ganjarpranowo  Mas Wali @gibran_tweet ini kolega Kepala Daerah bingung Rakyat Klaten makan apa klo ada Tol Lingkar Solo, dibantu ya 🙏  Tolak Pembangunan Tol Lingkar Solo, Bupati Klaten: Anak Cucu Kita Nanti Mau Makan Apa kalau Sawah untuk Tol Terus https://t.co/xMtYCLp770",21,230,110,621,in,1180541549643304960,1610130435241283584,DavidWijaya82,https://twitter.com/DavidWijaya82/status/1610130435241283584,"ganjarpranowo, gibran_tweet"
Mon Jan 02 16:40:03 +0000 2023,1609952671762632705,💚 Terimakasih Pak GANJAR PRANOWO Akhirnya Semarang Punya Kereta Air 😍 https://t.co/WVJhOurXfH,927,821,1368,24175,in,1371650588,1609952671762632705,tanyarlfes,https://twitter.com/tanyarlfes/status/1609952671762632705,
Mon Jan 02 08:21:15 +0000 2023,1609827145588813824,"Banyak yang bertanya kenapa kok saya turun sendiri, bukan dinas teknis. Sistem koordinasinya bagaimana? Jadi teman-teman, sistem sudah berjalan. https://t.co/4Ol7nRroSx",102,599,139,1256,in,109762193,1609827145588813824,ganjarpranowo,https://twitter.com/ganjarpranowo/status/1609827145588813824,
Mon Jan 02 02:08:29 +0000 2023,1609733336150462464,"Setelah banjir di Stasiun Tawang surut ternyata masih menyisakan persoalan, yakni kereta belum bisa beroperasi normal. Imbasnya penumpang pun masih menumpuk di stasiun. https://t.co/SFk2xulCLC",5,102,118,1061,in,109762193,1609733336150462464,ganjarpranowo,https://twitter.com/ganjarpranowo/status/1609733336150462464,
Mon Jan 02 01:33:42 +0000 2023,1609724581258080257,"Para Buzzers, hanya bisa berdo'a..  Dikandangnya Ganjar Pranowo Tidak Mampu Menyelesaikan Banjir, Bagaimana Jadi Presiden https://t.co/fpE4ttv2Sh",34,232,683,2355,in,30201110,1609724581258080257,alisyarief,https://twitter.com/alisyarief/status/1609724581258080257,
Sun Jan 01 10:38:04 +0000 2023,1609499188789915648,Sambil gowes saya cek beberapa titik yang banjir sejak kemarin. Alhamdulillah sudah surut menyisakan genangan di beberapa lokasi. Termasuk di area perumahan warga ada yang masih belum surut. https://t.co/34Mc8VVgnm,23,226,97,870,in,109762193,1609499188789915648,ganjarpranowo,https://twitter.com/ganjarpranowo/status/1609499188789915648,
Sun Jan 01 06:30:40 +0000 2023,1609436930860789761,"Alhamdulillah Semarang dikepung banjir tdk ada kritik keras ke Gub. Ganjar Pranowo. Pasti dahsyat kritikan ke Gub. Anies Baswedan jika Jkt dikepung banjir pd ms 16/10/2017-16/10/2022. Pertanyaan,  Apa ada konsep, narasi &amp  karya utk cgh banjir di Semarang? https://t.co/38TSQ0jfDr",46,478,248,1085,in,114697372,1609436930860789761,musniumar,https://twitter.com/musniumar/status/1609436930860789761,
Sun Jan 01 06:06:22 +0000 2023,1609430815238389761,"Bukan main. @ganjarpranowo tahu itu salah. Makanya dihapus. Ini petinggi PDIP kok malah bilang itu sah aja.  Kita kan jadi curiga. Apakah selama ini bantuan pemerintah mengalirnya lebih kenceng ke kader PDIP? Pakek duit negara untuk mengangkat citra partai dan pribadi?""",8,27,132,336,in,228724587,1609430815238389761,awemany,https://twitter.com/awemany/status/1609430815238389761,ganjarpranowo
Sun Jan 01 04:02:45 +0000 2023,1609399705703960581,"Ketum PDIP Megawati Soekarno Putri Akan Mengumumkan Capres PDIP Tak Jauh dari tgl 10 Januari 2023, Mengerucut ke 2 Nama yaitu GANJAR PRANOWO &amp  PUAN MAHARANI, Yang Dukung GANJAR PRANOWO Like, Retweet dan Komen. Gue Pribadi sampai Dunia Runtuh tetap Dukung GANJAR RI 1 2024 🤲🇮🇩🇮🇩. https://t.co/wqFhjoHQHm",126,599,1057,3418,in,2385926900,1609399705703960581,MARQUEZ__93,https://twitter.com/MARQUEZ__93/status/1609399705703960581,
Sun Jan 01 03:38:26 +0000 2023,1609393584171790336,"Celana robek, tutorial tinggi, hati terluka oleh mantan, Ronaldo ke arab dan lain lain.. Sudah tidak perlu dipikir jeru.   Sing penting sehat. Saya doakan di tahun baru ini teman-teman sukses, enteng jodoh, cepat dapat kerjaan, gajinya naik, calon mertua merestui. https://t.co/jU6D5vRxYp",37,235,184,1668,in,109762193,1609393584171790336,ganjarpranowo,https://twitter.com/ganjarpranowo/status/1609393584171790336,
Sun Jan 01 01:44:16 +0000 2023,1609364855932477442,"6.000 boks berisi paket sembako, telur 2 ton serta 4 ton beras kita kirim kepada saudara-saudara kita di Kepulauan Karimunjawa.   Tingginya gelombang dalam 10 hari terakhir membuat pasokan sembako di sana terhambat. Untuk BBM juga akan segera kita kirim. https://t.co/BY4rjXYuGg",8,76,85,621,in,109762193,1609364855932477442,ganjarpranowo,https://twitter.com/ganjarpranowo/status/1609364855932477442,
Sun Jan 01 01:42:57 +0000 2023,1609364522128805888,Selamat mengarungi tahun baru 2023. Semoga semakin banyak kita dikaruniai kekuatan untuk berbuat dan menebar kebaikan. https://t.co/h40H8XJ1XL,25,265,100,1050,in,109762193,1609364522128805888,ganjarpranowo,https://twitter.com/ganjarpranowo/status/1609364522128805888,
Sat Dec 31 12:19:45 +0000 2022,1609162389110542336,"Bukan hanya pake dana Baznas yg bermasalah. Pakai APBD dan APBN utk acara partai juga bermasalah. Sudahlah, semakin bikin penjelasan semakin belepotan. Kredibilitas @ganjarpranowo mestinya habis. https://t.co/QHW09F5rEx",7,26,233,502,in,62764588,1609162389110542336,NephilaXmus,https://twitter.com/NephilaXmus/status/1609162389110542336,ganjarpranowo
Sat Dec 31 11:14:20 +0000 2022,1609145927364907008,partai @NasDem tolong kasih tau @aniesbaswedan agar becus dalam bekerja...semarang banjir kayak gini ini gimana...dia bisa kerja apa tidak ...jangan cuma safari politik aja tapi harus juga bisa kerja....contoh tu ndoro @ganjarpranowo orang yang merakyat dan prestasinya mendunia..,31,159,311,1245,in,1152707809689010176,1609145927364907008,mbahjhojho,https://twitter.com/mbahjhojho/status/1609145927364907008,"NasDem, aniesbaswedan, ganjarpranowo"
Sat Dec 31 08:37:43 +0000 2022,1609106516266868736,Seluruh pompa langsung kita operasikan agar genangan di beberapa daerah lekas surut.   Selain itu BPBD dan temen2 relawan juga siaga dan terus patroli agar bisa langsung bertindak saat masyarakat mengalami kesulitan. https://t.co/etvFutMUvE,26,232,145,1154,in,109762193,1609106516266868736,ganjarpranowo,https://twitter.com/ganjarpranowo/status/1609106516266868736,
Sat Dec 31 06:45:32 +0000 2022,1609078281042825216,"Kita langsung mengecek dan mengerahkan petugas begitu hujan turun dgn intensitas yang sangat tinggi di kota semarang.   Temen-temen bupati/walikota lgsg saya kontak utk siaga, dan segera menangani daerah rawan di wilayahnya. https://t.co/qpgX7uFi3M",35,355,147,1685,in,109762193,1609078281042825216,ganjarpranowo,https://twitter.com/ganjarpranowo/status/1609078281042825216,
Sat Dec 31 06:29:59 +0000 2022,1609074367937257474,Alasan : 1. Bahwa orang miskin adalah PDIP 2. Pak @ganjarpranowo PDIP  3. Pak @ganjarpranowo juga Gubernur Jateng 4. TAPI uang Basnaz bukan uang PDIP Kenapa Pak @ganjarpranowo sbg PDIP memberikam sumbangan ke kader PDIP yg bersber dari bukan dana PDIP ? Akal sehat di mana ?,6,87,250,770,in,1117990249806721024,1609074367937257474,msaid_didu,https://twitter.com/msaid_didu/status/1609074367937257474,"ganjarpranowo, ganjarpranowo, ganjarpranowo"
Sat Dec 31 02:30:12 +0000 2022,1609014024385228800,Ndoro @ganjarpranowo ....masih sibuk ngurusin renovasi rumah kader partaimu yaa??sampai yang lain nggak terurus....banjir wooooiiii....!!!!,5,38,168,584,in,1152707809689010176,1609014024385228800,mbahjhojho,https://twitter.com/mbahjhojho/status/1609014024385228800,ganjarpranowo
Sat Dec 31 04:10:35 +0000 2022,1609039288343334912,"Soal Rehab Rumah Kader PDIP Pakai Dana Zakat, Ganjar Pranowo: Ditarik saja Tak Apa-apa, Uangnya Belum Diberikan https://t.co/KTwav9L5hm",150,676,274,871,in,887743587579944960,1609039288343334912,OposisiCerdas,https://twitter.com/OposisiCerdas/status/1609039288343334912,
Sat Dec 31 04:31:50 +0000 2022,1609044637557354497,"Pak @ganjarpranowo ingin rehab rumah kader PDIP dgn dana pribadi, tp dilapangan ternyt Baznas ikut bantu &amp  menurut Baznas ga menyalahi aturan, kadrun ngamuk.  Dana umat unk bantu warga miskin kadrun ngamuk, dana umat diembat ACT kadrun bela. Ot4k terbaIik. https://t.co/G54mdEmRgK",16,112,209,745,in,136299265,1609044637557354497,muslimahGP_,https://twitter.com/muslimahGP_/status/1609044637557354497,ganjarpranowo
Sat Dec 31 01:46:43 +0000 2022,1609003083979436032,"Diduga Gunakan Dana BAZNAS untuk Renovasi Rumah Kader PDIP, Unggahan Ganjar Pranowo Diserbu Netizen  🤭😂 https://t.co/P4VopRySx9",7,109,241,781,in,719725925215170561,1609003083979436032,marlina_idha,https://twitter.com/marlina_idha/status/1609003083979436032,
Sat Dec 31 00:31:47 +0000 2022,1608984224836775937,"Sama-sama memakai dana Baznas untuk bangun rumah warga. Mas Ganjar Pranowo membangun utk kader PDIP, Mas Anies Baswedan membangun utk warga kebakaran. Tapi ada juga perbedaan lainnya yaitu gaya narasi ketika menginformasikannya ke publik. Ada yg nemu dimana perbedaannya? https://t.co/7iu8A3P947",56,294,683,2374,in,147063992,1608984224836775937,tatakujiyati,https://twitter.com/tatakujiyati/status/1608984224836775937,
Fri Dec 30 22:44:27 +0000 2022,1608957213862944768,"Di Jateng Ganjar Pranowo bantu renovasi rumah kader PDIP pakai dana APBD &amp  Baznas. Dulu Anies Baswedan juga bantu renovasi rumah, tapi yg dibantu bangun rumah warga korban kebakaran. Kampung Kwitang &amp  Kampung Gembira Gembrong. Tak peduli apapun partainya.  https://t.co/QFPrTp2nNt",40,172,712,2467,in,147063992,1608957213862944768,tatakujiyati,https://twitter.com/tatakujiyati/status/1608957213862944768,
Fri Dec 30 21:34:36 +0000 2022,1608939634989600771,Serius anda bung @ganjarpranowo ??? https://t.co/iSGSXzDESZ,18,106,352,1024,in,1182582278,1608939634989600771,HukumDan,https://twitter.com/HukumDan/status/1608939634989600771,ganjarpranowo
Fri Dec 30 14:38:34 +0000 2022,1608834938010472449,"Diduga Gunakan Dana BAZNAS untuk Renovasi Rumah Kader PDIP, Unggahan Ganjar Pranowo Diserbu Netizen https://t.co/hUBBH7kGaw",139,517,959,3214,in,55507370,1608834938010472449,tvOneNews,https://twitter.com/tvOneNews/status/1608834938010472449,
Fri Dec 30 14:38:25 +0000 2022,1608834898760171520,"Bantu Renovasi Rumah Kader PDIP, Ganjar Pranowo Pakai Dana APBN dan Baznas.  Yg ultah partainya, yg disumbang kader partainya, UANG yg dipake uang RAKYAT bkn uang Partai.  Hal sepele gtu aj ngga ngerti, gmn jd Presiden?  https://t.co/Qyak0nacOr",29,101,502,1570,in,1466651308102877187,1608834898760171520,papa_loren,https://twitter.com/papa_loren/status/1608834898760171520,
Fri Dec 30 14:19:20 +0000 2022,1608830096974151687,"Apa yang membikin ndoro @ganjarpranowo merasa normal ya ngepost ini? Ada segala kop Baznas, rupanya ini project Pemprov yang didanai APBN dan APBD juga (kalo lihat di instagram). This screams korupsi, kolusi dan nepotisme banget 🤣",5,6,140,314,in,104411351,1608830096974151687,niwseir,https://twitter.com/niwseir/status/1608830096974151687,ganjarpranowo
Fri Dec 30 13:34:53 +0000 2022,1608818913013551106,"Bantu Renovasi Rumah Kader PDIP, Ganjar Pranowo Pakai Dana APBN dan Baznas: APBD Prov Tak Cukup.  Bgini yg mo nyapres! 🤣🤣🤣👎👎👎",18,204,393,1505,in,105085302,1608818913013551106,bachrum_achmadi,https://twitter.com/bachrum_achmadi/status/1608818913013551106,
Fri Dec 30 13:10:56 +0000 2022,1608812883831582721,Baznas Jateng Buka Suara Gaduh Ganjar Pranowo Beri Dana ke Kader PDIP https://t.co/slhvFBJ4a3,206,594,298,958,in,17128975,1608812883831582721,CNNIndonesia,https://twitter.com/CNNIndonesia/status/1608812883831582721,
Fri Dec 30 10:55:41 +0000 2022,1608778845498527744,Cicitan kontroversial Ganjar Pranowo di akun Twitter kini sudah dihapus. https://t.co/qoNnI7lAiq,174,312,879,2332,in,22126902,1608778845498527744,republikaonline,https://twitter.com/republikaonline/status/1608778845498527744,
Fri Dec 30 09:58:18 +0000 2022,1608764405864595457,Tweet ini telah dihapus.  Kek maling konangan.  Mungkin karena sadar yg dilakukan @ganjarpranowo ini ngga patut. Pakai dana Baznas buat memugar rumah kader. Penyalahgunaan wewenang yg perlu diusut tuntas. https://t.co/DfvLHoUIJx,166,524,1987,4701,in,228724587,1608764405864595457,awemany,https://twitter.com/awemany/status/1608764405864595457,ganjarpranowo
Fri Dec 30 09:50:14 +0000 2022,1608762375653707776,ndoro @ganjarpranowo kenapa cuitan ini kamu hapus??? Uang zakat dari umat kau pakai seenaknya sendiri untuk kepentingan partaimu dan untuk ambisi politikmu...emang bener-bener nggak ada adab...😡😡😡 https://t.co/4xZ8n4X2sr,176,596,2048,5107,in,1152707809689010176,1608762375653707776,mbahjhojho,https://twitter.com/mbahjhojho/status/1608762375653707776,ganjarpranowo
Fri Dec 30 09:47:47 +0000 2022,1608761761192357890,Ndoro @ganjarpranowo hapus tweet ini kah? Kenapa ndoro? Kan bagus bantu kader.. 🙈 https://t.co/O2KA1QzaWV,156,489,1573,4116,in,30766806,1608761761192357890,Reiza_Patters,https://twitter.com/Reiza_Patters/status/1608761761192357890,ganjarpranowo
Fri Dec 30 09:23:10 +0000 2022,1608755565345517568,"Tidak hanya dari BAZNAS, bantuan untuk kader PDI Perjuangan yang diserahkan oleh Ganjar Pranowo dalam rangka memperingati HUT ke 50 PDI Perjuangan juga berasal dari APBN dan APBD. Video terlampir: https://t.co/iuAY95PQPA",31,54,242,543,in,2993008392,1608751706522910720,ARSIPAJA,https://twitter.com/ARSIPAJA/status/1608755565345517568,
Thu Dec 29 12:16:22 +0000 2022,1608436762195669000,"Mister White @ganjarpranowo piawai dalam mengambil hati massa, pemberani tp penuh dgn pertimbangan sedangkan @erickthohir sorang pendobrak skaligus ekonom handal..sama2 bersih dan anti korupsi  Sepakat sepaket 2024?.. https://t.co/k70HrRGAFn",8,35,74,379,in,2956449062,1608436762195669000,KomikSelow,https://twitter.com/KomikSelow/status/1608436762195669000,"ganjarpranowo, erickthohir"
Wed Dec 28 07:58:48 +0000 2022,1608009558286557184,"2024, pak @ganjarpranowo titik! https://t.co/tVnZGXPfB4",4,21,69,368,ht,1277748391,1608009558286557184,narkosun__,https://twitter.com/narkosun__/status/1608009558286557184,ganjarpranowo
Wed Dec 28 04:45:30 +0000 2022,1607960910710116352,VIRAL Video Warga Papua Marah dan Tinggalkan Perayaan Natal Saat Ada Pidato Sambutan dari Ganjar Pranowo https://t.co/T8XRj3G7oX,17,49,199,660,in,1243804423001763841,1607960910710116352,democrazymedia,https://twitter.com/democrazymedia/status/1607960910710116352,
Tue Dec 27 23:35:40 +0000 2022,1607882938590564356,Warga Papua Marah dan Tinggalkan perayaan natal saat ada pidato sambutan dari  Ganjar Pranowo   #StopPerjanjianNikelKeCina https://t.co/5qcWzQ3s10,115,254,568,1288,in,1203628232861347840,1607882938590564356,DiaCintaIbu,https://twitter.com/DiaCintaIbu/status/1607882938590564356,
Tue Dec 27 05:03:08 +0000 2022,1607602963224367104,"Total sudah delapan fly over dan underpass yang dibangun.   Ada satu lagi sebenarnya, sekarang masih dalam tahap pembangunan yakni, underpass dan Penataan Simpang Joglo Surakarta-Jalan Sumpah Pemuda Surakarta yang dibangun. https://t.co/jG4hVDqdj2",29,132,121,1178,in,109762193,1607602963224367104,ganjarpranowo,https://twitter.com/ganjarpranowo/status/1607602963224367104,
Mon Dec 26 13:51:37 +0000 2022,1607373570476478464,"Peluang besar kita miliki saat ini untuk mewujudkan Indonesia sebagai negara adidaya.   Targetnya, pada peringatan satu abad kemerdekaan yaitu pada tahun 2045 Indonesia masuk dalam 5 besar sebagai negara dengan perekonomian terkuat di dunia. https://t.co/QbYfzs35kA",30,267,123,1241,in,109762193,1607373570476478464,ganjarpranowo,https://twitter.com/ganjarpranowo/status/1607373570476478464,
Sun Dec 25 14:25:00 +0000 2022,1607019583516573699,"Tmn² smw.. Bantu Follow Akun Pak @sabar_setiabudi yaa..  Pak Sabar ini adlh salah Satu Pendukung Pak Jokowi. Dia sering Nyanyi Lagu Ciptaannya sendiri soal Pak @jokowi , Pak @ganjarpranowo , @erickthohir dll..  Bantu disundul Ya kawan..  Hayati Mengucapkan terima kasih🙏😘 https://t.co/a1N7a7ZVUL",8,253,97,458,in,228628424,1607019583516573699,AirinDatangLagi,https://twitter.com/AirinDatangLagi/status/1607019583516573699,"sabar_setiabudi, jokowi, ganjarpranowo, erickthohir"
Sun Dec 25 14:12:12 +0000 2022,1607016361603239936,"Gimana ya cara mengungkapkan kebahagiaan ini.... Seneng, terharu, bangga melihat saudara-saudara kita akhirnya bisa merayakan Natal dengan kegembiraan dan kebahagiaan yang penuh.   Setidaknya saudara-saudara kita ini tidak lagi terhantui covid saat melaksanakan ibadah. https://t.co/l2yjIWKdlZ",6,37,122,1291,in,109762193,1607016361603239936,ganjarpranowo,https://twitter.com/ganjarpranowo/status/1607016361603239936,
Sun Dec 25 08:08:33 +0000 2022,1606924845484507138,oh ya maaf pak krn panik saya hampir lupa mohon izin kepada pak Gubernur Jawa Tengah pak @ganjarpranowo untuk membantu kami mensetujui evakuasi ratusan para wisatawan yang ingin kembali ke pulau jawa dan juga mengirimkan bahan pokok untuk warga Karimun Jawa dengan kapal Pelni 🙏🏻,5,7,110,984,in,72438424,1606872249201758209,CESArosendi,https://twitter.com/CESArosendi/status/1606924845484507138,ganjarpranowo
Sun Dec 25 04:53:35 +0000 2022,1606875780625367040,Selamat Natal untuk saudara-saudaraku yang merayakan. Semoga bahagia dan damai menyertai. 🙏🏼 Kita pastikan perayaan Natal ini berlangsung aman dan nyaman. https://t.co/bPkXSzfpGT,7,101,227,2197,in,109762193,1606875780625367040,ganjarpranowo,https://twitter.com/ganjarpranowo/status/1606875780625367040,
Sun Dec 25 03:37:09 +0000 2022,1606856545891143681,"Innalillahi wainnailaihi roji'un.  Semoga Husnul Khotimah... Aamiin ya rabb.  Pendukung @aniesbaswedan banyak yang bersyukur ketika ada pendukung Jokowi atau Ganjar pranowo yang meninggal. Pendukung Jokowi dan Ganjar tidak usah membalas, yang meninggal sudah tidak berpolitik.🤟 https://t.co/YchAsuNlCL",5,62,64,404,in,1101696077147729920,1606856545891143681,03__nakula,https://twitter.com/03__nakula/status/1606856545891143681,aniesbaswedan
Sat Dec 24 11:55:14 +0000 2022,1606619507526889475,Mengunjungi sejumlah gereja di Solo tadi siang. Menjumpai wajah-wajah bahagia saudara-saudara umat kristiani yang merayakan Natal. Semoga lancar dan khidmat ibadahnya nggih https://t.co/nw6uyBpp8I,11,61,173,2303,in,109762193,1606619507526889475,ganjarpranowo,https://twitter.com/ganjarpranowo/status/1606619507526889475,
Sat Dec 24 11:07:18 +0000 2022,1606607441759989765,"Pilpres kmaren isu settingan server KPU sudah diglontorken Ekow dkk diarahken kpada Presiden @jokowi dan kgak mempan.  Pemilu kali inih jugak bakal digelontorken lg. Kali inih ntuk serang @ganjarpranowo dan @erickthohir, krena ituh satu2nya cara fitnah termurah dan termudah.. 👇 https://t.co/AVNQ2b2NoI",4,40,71,303,in,2956449062,1606607441759989765,KomikSelow,https://twitter.com/KomikSelow/status/1606607441759989765,"jokowi, ganjarpranowo, erickthohir"
Fri Dec 23 10:08:07 +0000 2022,1606230162634207232,Wanita Emas Ungkap Hasyim Asyari Pernah Bilang Ganjar Pranowo Didesain jadi Presiden RI oleh KPU https://t.co/xHcqMXFRoa,21,48,235,700,in,887743587579944960,1606230162634207232,OposisiCerdas,https://twitter.com/OposisiCerdas/status/1606230162634207232,
Fri Dec 23 08:50:00 +0000 2022,1606210501696012288,Wanita Emas: Ketua KPU Hasyim Asyari Pernah Bilang Ganjar Pranowo 'Didesain' Jadi Presiden RI https://t.co/ZBEyvlqCM6,41,94,397,927,in,1243804423001763841,1606210501696012288,democrazymedia,https://twitter.com/democrazymedia/status/1606210501696012288,
Fri Dec 23 02:54:06 +0000 2022,1606120937278935040,KPU akan mendesign @ganjarpranowo sebagai presiden? Hmm..🤔 https://t.co/L8xGnWk2ZJ,164,337,1414,2820,in,1068371293290946561,1606120937278935040,BosPurwa,https://twitter.com/BosPurwa/status/1606120937278935040,ganjarpranowo
Thu Dec 22 02:22:05 +0000 2022,1605750494009311232,"Sampai kapanpun kita tetaplah seorang anak. Setinggi apapun jabatan yang kita pegang, tak ada apa-apanya di hadapan ibu.   Karena ibu adalah jabatan tertinggi di alam ini. Hormatilah ibu. Dialah penentu nasib dan masa depan kita. https://t.co/2hYnqkUbR3",6,51,134,1991,in,109762193,1605750494009311232,ganjarpranowo,https://twitter.com/ganjarpranowo/status/1605750494009311232,
